,Contributors,Coordinates,Created_At,Favorited,Followers_Count,Friends_Count,Geo,Location,Place,Retweet_Count,Retweeted,Screen_Name,Source,Truncated,Tweet,TweetId,UserId
74,,,2018-01-25 16:22:35,0.0,472.0,325.0,,,,2710.0,0.0,mookydluffy,Twitter Web Client,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565629548994847e+17,540685577.0
75,,,2018-01-25 16:22:07,0.0,933.0,367.0,,,,2710.0,0.0,peaxxie,Twitter for iPhone,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565628368591421e+17,214882198.0
76,,,2018-01-25 16:21:00,0.0,51.0,62.0,,,,2710.0,0.0,oilly_naris,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565625569522606e+17,2882374382.0
77,,,2018-01-25 16:20:56,0.0,486.0,621.0,,Thailand,,2710.0,0.0,mully_1998,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565625409720279e+17,146453464.0
78,,,2018-01-25 16:20:49,0.0,2359.0,3340.0,,"San Francisco, USA",,13.0,0.0,bandile_malungs,Twitter Lite,0.0,RT @SuperheroSteel: Wishing All My Tweeps a Happy Halloween! #ThorRagnarok https://t.co/80pxfeTuF5,9.565625107017892e+17,8.885946538634322e+17
79,,,2018-01-25 16:20:40,0.0,8.0,74.0,,Thailand,,2710.0,0.0,QQLuna29,Twitter for iPhone,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565624725461402e+17,450660088.0
80,,,2018-01-25 16:20:22,0.0,1123.0,891.0,,"Dabawenyo | Mandaya | DVO, PH",,2710.0,0.0,errolkiim,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565623989025669e+17,148331279.0
81,,,2018-01-25 16:18:44,0.0,141.0,136.0,,,,2710.0,0.0,YashRajGawande,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565619882633585e+17,9.098475531512054e+17
82,,,2018-01-25 16:18:15,0.0,34.0,6.0,,,,2710.0,0.0,anc_mf,Twitter Web Client,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565618661253366e+17,2479833488.0
83,,,2018-01-25 16:18:13,0.0,487.0,952.0,,"Philadelphia, PA",,0.0,0.0,BurgerBackHome,Twitter Web Client,0.0,"FINALLY saw #ThorRagnarok. If Thor isn't your favorite Avenger after watching that movie, there is something wrong with you.",9.565618582653051e+17,384090119.0
84,,,2018-01-25 16:18:03,0.0,238.0,126.0,,"Russia, Chelyabinsk",,2710.0,0.0,yuki_no_hono,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565618143048049e+17,186068615.0
85,,,2018-01-25 16:18:03,0.0,2761.0,2722.0,,on the Falcon with Poe,,2710.0,0.0,iamhellsflames,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565618140992553e+17,1510684675.0
86,,,2018-01-25 16:17:58,0.0,3841.0,3229.0,,"New York, USA",,2710.0,0.0,larry1D_13,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565617933164667e+17,1693342308.0
87,,,2018-01-25 16:17:56,0.0,6.0,429.0,,,,2710.0,0.0,Nickiez404,Twitter for iPhone,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.56561786412589e+17,243469062.0
88,,,2018-01-25 16:17:48,0.0,619.0,1014.0,,Poland,,2710.0,0.0,syrjesli,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.56561754011693e+17,1048194601.0
89,,,2018-01-25 16:16:32,0.0,20.0,142.0,,,,2710.0,0.0,Heven_night,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565614350011105e+17,7.580868765825393e+17
90,,,2018-01-25 16:16:14,0.0,1362.0,801.0,,asoiaf • sw • hp • lotr,,2710.0,0.0,villeneuvre,Twitter for Android,0.0,"RT @HiddlesPage: It's a family thing! ??
#ThorRagnarok #Thorsday https://t.co/7MuTKdS3VD",9.565613577505874e+17,7.812017753322988e+17
